Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country,TotalAmount
62650,F006,Wooden Photo Frame,1,2010-11-08,9.99,100209,Germany,9.99
62651,D004,Leather Journal,3,2010-11-08,12.99,100441,United Kingdom,38.97
62652,H008,Chocolate Gift Box,6,2010-11-08,14.99,100023,United Kingdom,89.94
62653,E005,Scented Candle Set,4,2010-11-08,18.99,100158,United Kingdom,75.96
62654,C003,Premium Gift Box Set,10,2010-11-08,29.99,100494,France,299.9
62655,G007,Silk Scarf,3,2010-11-08,22.99,100291,United Kingdom,68.97
62656,I009,Silver Earrings,4,2010-11-08,19.99,100463,United Kingdom,79.96
62657,E005,Scented Candle Set,6,2010-11-08,18.99,100538,United Kingdom,113.94
62658,C003,Premium Gift Box Set,9,2010-11-08,29.99,100219,Spain,269.90999999999997
62659,C003,Premium Gift Box Set,25,2010-11-08,29.99,100067,United Kingdom,749.75
62660,G007,Silk Scarf,5,2010-11-08,22.99,100043,Spain,114.94999999999999
62661,C003,Premium Gift Box Set,19,2010-11-08,29.99,100313,United Kingdom,569.81
62662,G007,Silk Scarf,8,2010-11-08,22.99,100626,United Kingdom,183.92
62663,E005,Scented Candle Set,1,2010-11-08,18.99,100649,United Kingdom,18.99
62664,E005,Scented Candle Set,2,2010-11-08,18.99,100324,Spain,37.98
62665,F006,Wooden Photo Frame,1,2010-11-08,9.99,100465,United Kingdom,9.99
62666,G007,Silk Scarf,5,2010-11-08,22.99,100314,France,114.94999999999999
62667,D004,Leather Journal,10,2010-11-08,12.99,100188,United Kingdom,129.9
62668,B002,Decorative Wall Clock,10,2010-11-08,24.99,100404,United Kingdom,249.89999999999998
62669,C003,Premium Gift Box Set,13,2010-11-08,29.99,100734,United Kingdom,389.87
62670,D004,Leather Journal,7,2010-11-08,12.99,100375,United Kingdom,90.93
62671,B002,Decorative Wall Clock,10,2010-11-08,24.99,100077,USA,249.89999999999998
62672,G007,Silk Scarf,1,2010-11-08,22.99,100052,Germany,22.99
62673,C003,Premium Gift Box Set,9,2010-11-08,29.99,100156,United Kingdom,269.90999999999997
62674,F006,Wooden Photo Frame,7,2010-11-08,9.99,100505,France,69.93
62675,G007,Silk Scarf,7,2010-11-08,22.99,100138,United Kingdom,160.92999999999998
62676,C003,Premium Gift Box Set,13,2010-11-08,29.99,100735,Spain,389.87
62677,H008,Chocolate Gift Box,9,2010-11-08,14.99,100674,United Kingdom,134.91
62678,I009,Silver Earrings,1,2010-11-08,19.99,100551,France,19.99
62679,I009,Silver Earrings,7,2010-11-09,19.99,100106,United Kingdom,139.92999999999998
62680,A001,Ceramic Coffee Mug Set,2,2010-11-09,15.99,100709,United Kingdom,31.98
62681,D004,Leather Journal,7,2010-11-09,12.99,100552,United Kingdom,90.93
62682,H008,Chocolate Gift Box,5,2010-11-09,14.99,100093,United Kingdom,74.95
62683,I009,Silver Earrings,8,2010-11-09,19.99,100439,United Kingdom,159.92
62684,C003,Premium Gift Box Set,13,2010-11-09,29.99,100274,United Kingdom,389.87
62685,B002,Decorative Wall Clock,9,2010-11-09,24.99,100397,France,224.91
62686,B002,Decorative Wall Clock,4,2010-11-09,24.99,100618,United Kingdom,99.96
62687,I009,Silver Earrings,1,2010-11-09,19.99,100520,United Kingdom,19.99
62688,C003,Premium Gift Box Set,21,2010-11-09,29.99,100779,USA,629.79
62689,C003,Premium Gift Box Set,15,2010-11-09,29.99,100650,United Kingdom,449.84999999999997
62690,C003,Premium Gift Box Set,10,2010-11-09,29.99,100479,United Kingdom,299.9
62691,B002,Decorative Wall Clock,10,2010-11-09,24.99,100086,Spain,249.89999999999998
62692,C003,Premium Gift Box Set,7,2010-11-09,29.99,100155,United Kingdom,209.92999999999998
62693,J010,Wool Blanket,6,2010-11-09,27.99,100235,United Kingdom,167.94
62694,C003,Premium Gift Box Set,9,2010-11-09,29.99,100737,United Kingdom,269.90999999999997
62695,C003,Premium Gift Box Set,18,2010-11-09,29.99,100425,United Kingdom,539.8199999999999
62696,C003,Premium Gift Box Set,18,2010-11-09,29.99,100576,United Kingdom,539.8199999999999
62697,C003,Premium Gift Box Set,24,2010-11-09,29.99,100004,USA,719.76
62698,C003,Premium Gift Box Set,22,2010-11-09,29.99,100340,United Kingdom,659.78
62699,C003,Premium Gift Box Set,7,2010-11-09,29.99,100733,United Kingdom,209.92999999999998
62700,C003,Premium Gift Box Set,7,2010-11-09,29.99,100368,United Kingdom,209.92999999999998
62701,C003,Premium Gift Box Set,17,2010-11-09,29.99,100093,United Kingdom,509.83
62702,E005,Scented Candle Set,3,2010-11-09,18.99,100475,USA,56.97
62703,B002,Decorative Wall Clock,5,2010-11-09,24.99,100067,United Kingdom,124.94999999999999
62704,F006,Wooden Photo Frame,3,2010-11-09,9.99,100534,United Kingdom,29.97
62705,E005,Scented Candle Set,7,2010-11-09,18.99,100520,United Kingdom,132.92999999999998
62706,C003,Premium Gift Box Set,24,2010-11-09,29.99,100026,USA,719.76
62707,J010,Wool Blanket,6,2010-11-09,27.99,100160,United Kingdom,167.94
62708,C003,Premium Gift Box Set,8,2010-11-09,29.99,100758,Spain,239.92
62709,F006,Wooden Photo Frame,5,2010-11-09,9.99,100752,Spain,49.95
62710,B002,Decorative Wall Clock,4,2010-11-09,24.99,100498,United Kingdom,99.96
62711,I009,Silver Earrings,2,2010-11-09,19.99,100109,United Kingdom,39.98
62712,C003,Premium Gift Box Set,7,2010-11-09,29.99,100311,United Kingdom,209.92999999999998
62713,G007,Silk Scarf,4,2010-11-09,22.99,100426,United Kingdom,91.96
62714,A001,Ceramic Coffee Mug Set,10,2010-11-09,15.99,100326,United Kingdom,159.9
62715,I009,Silver Earrings,6,2010-11-09,19.99,100774,France,119.94
62716,J010,Wool Blanket,8,2010-11-09,27.99,100338,United Kingdom,223.92
62717,F006,Wooden Photo Frame,8,2010-11-09,9.99,100039,United Kingdom,79.92
62718,A001,Ceramic Coffee Mug Set,9,2010-11-09,15.99,100717,United Kingdom,143.91
62719,D004,Leather Journal,3,2010-11-09,12.99,100637,Germany,38.97
62720,C003,Premium Gift Box Set,22,2010-11-09,29.99,100091,USA,659.78
62721,C003,Premium Gift Box Set,6,2010-11-09,29.99,100731,France,179.94
62722,A001,Ceramic Coffee Mug Set,10,2010-11-09,15.99,100703,United Kingdom,159.9
62723,F006,Wooden Photo Frame,7,2010-11-09,9.99,100094,United Kingdom,69.93
62724,F006,Wooden Photo Frame,2,2010-11-09,9.99,100009,Italy,19.98
62725,C003,Premium Gift Box Set,20,2010-11-09,29.99,100265,Germany,599.8
62726,J010,Wool Blanket,3,2010-11-09,27.99,100128,United Kingdom,83.97
62727,J010,Wool Blanket,7,2010-11-09,27.99,100630,United Kingdom,195.92999999999998
62728,C003,Premium Gift Box Set,6,2010-11-09,29.99,100711,USA,179.94
62729,F006,Wooden Photo Frame,8,2010-11-09,9.99,100096,United Kingdom,79.92
62730,F006,Wooden Photo Frame,7,2010-11-09,9.99,100142,USA,69.93
62731,C003,Premium Gift Box Set,14,2010-11-09,29.99,100509,United Kingdom,419.85999999999996
62732,G007,Silk Scarf,10,2010-11-09,22.99,100065,Spain,229.89999999999998
62733,F006,Wooden Photo Frame,8,2010-11-09,9.99,100523,United Kingdom,79.92
62734,C003,Premium Gift Box Set,23,2010-11-09,29.99,100345,United Kingdom,689.77
62735,I009,Silver Earrings,1,2010-11-09,19.99,100601,United Kingdom,19.99
62736,C003,Premium Gift Box Set,16,2010-11-09,29.99,100386,United Kingdom,479.84
62737,A001,Ceramic Coffee Mug Set,7,2010-11-09,15.99,100416,Italy,111.93
62738,F006,Wooden Photo Frame,2,2010-11-09,9.99,100057,United Kingdom,19.98
62739,C003,Premium Gift Box Set,12,2010-11-09,29.99,100026,United Kingdom,359.88
62740,C003,Premium Gift Box Set,12,2010-11-09,29.99,100233,United Kingdom,359.88
62741,A001,Ceramic Coffee Mug Set,5,2010-11-09,15.99,100421,United Kingdom,79.95
62742,G007,Silk Scarf,10,2010-11-09,22.99,100764,United Kingdom,229.89999999999998
62743,I009,Silver Earrings,8,2010-11-09,19.99,100750,United Kingdom,159.92
62744,E005,Scented Candle Set,2,2010-11-09,18.99,100058,United Kingdom,37.98
62745,C003,Premium Gift Box Set,24,2010-11-09,29.99,100677,United Kingdom,719.76
62746,C003,Premium Gift Box Set,25,2010-11-09,29.99,100160,France,749.75
62747,G007,Silk Scarf,8,2010-11-09,22.99,100176,United Kingdom,183.92
62748,I009,Silver Earrings,6,2010-11-09,19.99,100360,United Kingdom,119.94
62749,H008,Chocolate Gift Box,1,2010-11-09,14.99,100208,United Kingdom,14.99
62750,C003,Premium Gift Box Set,14,2010-11-09,29.99,100588,United Kingdom,419.85999999999996
62751,B002,Decorative Wall Clock,1,2010-11-09,24.99,100055,United Kingdom,24.99
62752,F006,Wooden Photo Frame,8,2010-11-09,9.99,100641,United Kingdom,79.92
62753,I009,Silver Earrings,4,2010-11-09,19.99,100669,United Kingdom,79.96
62754,E005,Scented Candle Set,10,2010-11-09,18.99,100288,United Kingdom,189.89999999999998
62755,E005,Scented Candle Set,8,2010-11-09,18.99,100384,United Kingdom,151.92
62756,G007,Silk Scarf,9,2010-11-09,22.99,100346,United Kingdom,206.91
62757,A001,Ceramic Coffee Mug Set,9,2010-11-09,15.99,100409,USA,143.91
62758,C003,Premium Gift Box Set,23,2010-11-09,29.99,100668,Germany,689.77
62759,D004,Leather Journal,5,2010-11-09,12.99,100691,United Kingdom,64.95
62760,F006,Wooden Photo Frame,3,2010-11-09,9.99,100365,United Kingdom,29.97
62761,B002,Decorative Wall Clock,7,2010-11-09,24.99,100363,United Kingdom,174.92999999999998
62762,E005,Scented Candle Set,4,2010-11-09,18.99,100723,United Kingdom,75.96
62763,C003,Premium Gift Box Set,16,2010-11-09,29.99,100303,United Kingdom,479.84
62764,G007,Silk Scarf,10,2010-11-09,22.99,100436,United Kingdom,229.89999999999998
62765,C003,Premium Gift Box Set,21,2010-11-09,29.99,100145,United Kingdom,629.79
62766,I009,Silver Earrings,3,2010-11-09,19.99,100468,United Kingdom,59.97
62767,D004,Leather Journal,10,2010-11-09,12.99,100254,United Kingdom,129.9
62768,C003,Premium Gift Box Set,25,2010-11-09,29.99,100152,Germany,749.75
62769,C003,Premium Gift Box Set,7,2010-11-09,29.99,100094,United Kingdom,209.92999999999998
62770,F006,Wooden Photo Frame,6,2010-11-09,9.99,100721,United Kingdom,59.94
62771,H008,Chocolate Gift Box,4,2010-11-09,14.99,100116,USA,59.96
62772,E005,Scented Candle Set,3,2010-11-09,18.99,100068,United Kingdom,56.97
62773,B002,Decorative Wall Clock,10,2010-11-09,24.99,100642,United Kingdom,249.89999999999998
62774,J010,Wool Blanket,4,2010-11-09,27.99,100430,United Kingdom,111.96
62775,H008,Chocolate Gift Box,1,2010-11-09,14.99,100482,United Kingdom,14.99
62776,J010,Wool Blanket,6,2010-11-09,27.99,100373,United Kingdom,167.94
62777,C003,Premium Gift Box Set,5,2010-11-09,29.99,100247,Germany,149.95
62778,I009,Silver Earrings,7,2010-11-09,19.99,100789,United Kingdom,139.92999999999998
62779,G007,Silk Scarf,4,2010-11-09,22.99,100341,France,91.96
62780,A001,Ceramic Coffee Mug Set,4,2010-11-09,15.99,100010,Germany,63.96
62781,F006,Wooden Photo Frame,7,2010-11-09,9.99,100777,United Kingdom,69.93
62782,D004,Leather Journal,8,2010-11-09,12.99,100740,United Kingdom,103.92
62783,E005,Scented Candle Set,3,2010-11-10,18.99,100140,United Kingdom,56.97
62784,I009,Silver Earrings,6,2010-11-10,19.99,100070,United Kingdom,119.94
62785,C003,Premium Gift Box Set,11,2010-11-10,29.99,100113,United Kingdom,329.89
62786,C003,Premium Gift Box Set,24,2010-11-10,29.99,100084,United Kingdom,719.76
62787,D004,Leather Journal,9,2010-11-10,12.99,100081,United Kingdom,116.91
62788,E005,Scented Candle Set,1,2010-11-10,18.99,100251,United Kingdom,18.99
62789,E005,Scented Candle Set,2,2010-11-10,18.99,100351,United Kingdom,37.98
62790,A001,Ceramic Coffee Mug Set,3,2010-11-10,15.99,100373,United Kingdom,47.97
62791,A001,Ceramic Coffee Mug Set,8,2010-11-10,15.99,100076,France,127.92
62792,C003,Premium Gift Box Set,25,2010-11-10,29.99,100010,United Kingdom,749.75
62793,B002,Decorative Wall Clock,2,2010-11-10,24.99,100301,Germany,49.98
62794,A001,Ceramic Coffee Mug Set,10,2010-11-10,15.99,100686,USA,159.9
62795,D004,Leather Journal,3,2010-11-10,12.99,100653,United Kingdom,38.97
62796,F006,Wooden Photo Frame,4,2010-11-10,9.99,100534,United Kingdom,39.96
62797,J010,Wool Blanket,2,2010-11-10,27.99,100643,United Kingdom,55.98
62798,C003,Premium Gift Box Set,13,2010-11-10,29.99,100714,United Kingdom,389.87
62799,C003,Premium Gift Box Set,23,2010-11-10,29.99,100571,France,689.77
62800,G007,Silk Scarf,9,2010-11-10,22.99,100752,United Kingdom,206.91
62801,C003,Premium Gift Box Set,20,2010-11-10,29.99,100149,United Kingdom,599.8
62802,B002,Decorative Wall Clock,9,2010-11-10,24.99,100271,Germany,224.91
62803,H008,Chocolate Gift Box,5,2010-11-10,14.99,100266,United Kingdom,74.95
62804,C003,Premium Gift Box Set,15,2010-11-10,29.99,100260,Germany,449.84999999999997
62805,B002,Decorative Wall Clock,3,2010-11-10,24.99,100131,United Kingdom,74.97
62806,G007,Silk Scarf,5,2010-11-10,22.99,100598,United Kingdom,114.94999999999999
62807,C003,Premium Gift Box Set,19,2010-11-10,29.99,100170,United Kingdom,569.81
62808,F006,Wooden Photo Frame,1,2010-11-10,9.99,100228,United Kingdom,9.99
62809,D004,Leather Journal,5,2010-11-10,12.99,100493,United Kingdom,64.95
62810,J010,Wool Blanket,10,2010-11-10,27.99,100329,United Kingdom,279.9
62811,D004,Leather Journal,3,2010-11-10,12.99,100327,United Kingdom,38.97
62812,H008,Chocolate Gift Box,5,2010-11-10,14.99,100795,United Kingdom,74.95
62813,C003,Premium Gift Box Set,18,2010-11-10,29.99,100777,United Kingdom,539.8199999999999
62814,C003,Premium Gift Box Set,14,2010-11-10,29.99,100562,United Kingdom,419.85999999999996
62815,C003,Premium Gift Box Set,16,2010-11-10,29.99,100125,United Kingdom,479.84
62816,E005,Scented Candle Set,7,2010-11-10,18.99,100138,United Kingdom,132.92999999999998
62817,C003,Premium Gift Box Set,15,2010-11-10,29.99,100235,United Kingdom,449.84999999999997
62818,F006,Wooden Photo Frame,6,2010-11-10,9.99,100555,United Kingdom,59.94
62819,J010,Wool Blanket,10,2010-11-10,27.99,100101,Spain,279.9
62820,I009,Silver Earrings,10,2010-11-10,19.99,100777,United Kingdom,199.89999999999998
62821,C003,Premium Gift Box Set,13,2010-11-10,29.99,100484,United Kingdom,389.87
62822,E005,Scented Candle Set,5,2010-11-10,18.99,100763,France,94.94999999999999
62823,I009,Silver Earrings,6,2010-11-10,19.99,100217,USA,119.94
62824,B002,Decorative Wall Clock,2,2010-11-10,24.99,100772,United Kingdom,49.98
62825,C003,Premium Gift Box Set,6,2010-11-10,29.99,100546,United Kingdom,179.94
62826,C003,Premium Gift Box Set,7,2010-11-10,29.99,100191,United Kingdom,209.92999999999998
62827,G007,Silk Scarf,2,2010-11-10,22.99,100780,Germany,45.98
62828,G007,Silk Scarf,3,2010-11-10,22.99,100366,United Kingdom,68.97
62829,J010,Wool Blanket,8,2010-11-10,27.99,100212,Germany,223.92
62830,C003,Premium Gift Box Set,5,2010-11-10,29.99,100152,Germany,149.95
62831,I009,Silver Earrings,4,2010-11-10,19.99,100224,United Kingdom,79.96
62832,C003,Premium Gift Box Set,15,2010-11-10,29.99,100145,Germany,449.84999999999997
62833,C003,Premium Gift Box Set,6,2010-11-10,29.99,100456,United Kingdom,179.94
62834,J010,Wool Blanket,9,2010-11-10,27.99,100562,Germany,251.91
62835,H008,Chocolate Gift Box,2,2010-11-10,14.99,100010,United Kingdom,29.98
62836,E005,Scented Candle Set,1,2010-11-10,18.99,100281,United Kingdom,18.99
62837,I009,Silver Earrings,1,2010-11-10,19.99,100059,United Kingdom,19.99
62838,G007,Silk Scarf,7,2010-11-10,22.99,100339,United Kingdom,160.92999999999998
62839,B002,Decorative Wall Clock,6,2010-11-10,24.99,100214,France,149.94
62840,C003,Premium Gift Box Set,17,2010-11-10,29.99,100160,United Kingdom,509.83
62841,D004,Leather Journal,4,2010-11-10,12.99,100630,United Kingdom,51.96
62842,G007,Silk Scarf,10,2010-11-10,22.99,100358,United Kingdom,229.89999999999998
62843,E005,Scented Candle Set,7,2010-11-10,18.99,100369,USA,132.92999999999998
62844,J010,Wool Blanket,3,2010-11-10,27.99,100016,United Kingdom,83.97
62845,I009,Silver Earrings,9,2010-11-10,19.99,100371,United Kingdom,179.91
62846,D004,Leather Journal,3,2010-11-10,12.99,100378,United Kingdom,38.97
62847,G007,Silk Scarf,3,2010-11-10,22.99,100678,Germany,68.97
62848,C003,Premium Gift Box Set,20,2010-11-10,29.99,100489,United Kingdom,599.8
62849,A001,Ceramic Coffee Mug Set,6,2010-11-10,15.99,100191,United Kingdom,95.94
62850,C003,Premium Gift Box Set,24,2010-11-10,29.99,100628,Germany,719.76
62851,A001,Ceramic Coffee Mug Set,8,2010-11-10,15.99,100137,United Kingdom,127.92
62852,H008,Chocolate Gift Box,1,2010-11-10,14.99,100072,United Kingdom,14.99
62853,C003,Premium Gift Box Set,22,2010-11-10,29.99,100292,United Kingdom,659.78
62854,I009,Silver Earrings,9,2010-11-10,19.99,100165,United Kingdom,179.91
62855,C003,Premium Gift Box Set,9,2010-11-10,29.99,100696,United Kingdom,269.90999999999997
62856,J010,Wool Blanket,10,2010-11-10,27.99,100230,United Kingdom,279.9
62857,F006,Wooden Photo Frame,9,2010-11-10,9.99,100483,United Kingdom,89.91
62858,H008,Chocolate Gift Box,4,2010-11-10,14.99,100280,United Kingdom,59.96
62859,D004,Leather Journal,9,2010-11-10,12.99,100406,United Kingdom,116.91
62860,G007,Silk Scarf,8,2010-11-10,22.99,100467,United Kingdom,183.92
62861,H008,Chocolate Gift Box,4,2010-11-10,14.99,100453,France,59.96
62862,H008,Chocolate Gift Box,3,2010-11-10,14.99,100569,United Kingdom,44.97
62863,C003,Premium Gift Box Set,19,2010-11-10,29.99,100126,USA,569.81
62864,J010,Wool Blanket,10,2010-11-10,27.99,100257,Germany,279.9
62865,C003,Premium Gift Box Set,7,2010-11-11,29.99,100191,United Kingdom,209.92999999999998
62866,H008,Chocolate Gift Box,9,2010-11-11,14.99,100150,United Kingdom,134.91
62867,C003,Premium Gift Box Set,24,2010-11-11,29.99,100279,France,719.76
62868,C003,Premium Gift Box Set,22,2010-11-11,29.99,100226,United Kingdom,659.78
62869,C003,Premium Gift Box Set,9,2010-11-11,29.99,100386,United Kingdom,269.90999999999997
62870,D004,Leather Journal,7,2010-11-11,12.99,100320,United Kingdom,90.93
62871,C003,Premium Gift Box Set,22,2010-11-11,29.99,100486,United Kingdom,659.78
62872,E005,Scented Candle Set,6,2010-11-11,18.99,100584,Spain,113.94
62873,B002,Decorative Wall Clock,9,2010-11-11,24.99,100550,United Kingdom,224.91
62874,C003,Premium Gift Box Set,22,2010-11-11,29.99,100595,United Kingdom,659.78
62875,I009,Silver Earrings,1,2010-11-11,19.99,100601,Italy,19.99
62876,C003,Premium Gift Box Set,5,2010-11-11,29.99,100450,France,149.95
62877,E005,Scented Candle Set,9,2010-11-11,18.99,100784,United Kingdom,170.91
62878,F006,Wooden Photo Frame,6,2010-11-11,9.99,100133,United Kingdom,59.94
62879,D004,Leather Journal,10,2010-11-11,12.99,100068,Germany,129.9
62880,C003,Premium Gift Box Set,16,2010-11-11,29.99,100330,United Kingdom,479.84
62881,C003,Premium Gift Box Set,5,2010-11-11,29.99,100778,United Kingdom,149.95
62882,C003,Premium Gift Box Set,23,2010-11-11,29.99,100706,United Kingdom,689.77
62883,H008,Chocolate Gift Box,7,2010-11-11,14.99,100052,Germany,104.93
62884,C003,Premium Gift Box Set,21,2010-11-11,29.99,100486,United Kingdom,629.79
62885,D004,Leather Journal,3,2010-11-11,12.99,100117,Germany,38.97
62886,I009,Silver Earrings,4,2010-11-11,19.99,100645,United Kingdom,79.96
62887,C003,Premium Gift Box Set,11,2010-11-11,29.99,100724,France,329.89
62888,C003,Premium Gift Box Set,16,2010-11-11,29.99,100538,Spain,479.84
62889,H008,Chocolate Gift Box,5,2010-11-11,14.99,100230,Germany,74.95
62890,E005,Scented Candle Set,9,2010-11-11,18.99,100702,France,170.91
62891,D004,Leather Journal,4,2010-11-11,12.99,100402,United Kingdom,51.96
62892,B002,Decorative Wall Clock,8,2010-11-11,24.99,100750,United Kingdom,199.92
62893,C003,Premium Gift Box Set,6,2010-11-11,29.99,100705,France,179.94
62894,H008,Chocolate Gift Box,2,2010-11-11,14.99,100548,United Kingdom,29.98
62895,G007,Silk Scarf,10,2010-11-11,22.99,100658,USA,229.89999999999998
62896,D004,Leather Journal,2,2010-11-11,12.99,100600,United Kingdom,25.98
62897,E005,Scented Candle Set,3,2010-11-11,18.99,100579,United Kingdom,56.97
62898,D004,Leather Journal,1,2010-11-11,12.99,100458,United Kingdom,12.99
62899,I009,Silver Earrings,7,2010-11-11,19.99,100758,United Kingdom,139.92999999999998
62900,G007,Silk Scarf,5,2010-11-11,22.99,100399,United Kingdom,114.94999999999999
62901,C003,Premium Gift Box Set,19,2010-11-11,29.99,100562,USA,569.81
62902,A001,Ceramic Coffee Mug Set,8,2010-11-11,15.99,100468,France,127.92
62903,B002,Decorative Wall Clock,8,2010-11-11,24.99,100435,United Kingdom,199.92
62904,F006,Wooden Photo Frame,9,2010-11-11,9.99,100626,France,89.91
62905,D004,Leather Journal,10,2010-11-11,12.99,100067,United Kingdom,129.9
62906,H008,Chocolate Gift Box,1,2010-11-11,14.99,100301,France,14.99
62907,C003,Premium Gift Box Set,25,2010-11-11,29.99,100122,United Kingdom,749.75
62908,F006,Wooden Photo Frame,7,2010-11-11,9.99,100131,United Kingdom,69.93
62909,C003,Premium Gift Box Set,11,2010-11-11,29.99,100545,Germany,329.89
62910,C003,Premium Gift Box Set,17,2010-11-11,29.99,100511,United Kingdom,509.83
62911,C003,Premium Gift Box Set,12,2010-11-11,29.99,100464,United Kingdom,359.88
62912,E005,Scented Candle Set,8,2010-11-11,18.99,100061,Spain,151.92
62913,E005,Scented Candle Set,2,2010-11-11,18.99,100743,France,37.98
62914,B002,Decorative Wall Clock,4,2010-11-11,24.99,100054,United Kingdom,99.96
62915,F006,Wooden Photo Frame,3,2010-11-11,9.99,100614,United Kingdom,29.97
62916,D004,Leather Journal,6,2010-11-11,12.99,100629,United Kingdom,77.94
62917,F006,Wooden Photo Frame,8,2010-11-11,9.99,100663,United Kingdom,79.92
62918,D004,Leather Journal,10,2010-11-11,12.99,100699,United Kingdom,129.9
62919,A001,Ceramic Coffee Mug Set,7,2010-11-11,15.99,100248,USA,111.93
62920,C003,Premium Gift Box Set,11,2010-11-11,29.99,100056,United Kingdom,329.89
62921,D004,Leather Journal,8,2010-11-11,12.99,100068,Germany,103.92
62922,E005,Scented Candle Set,3,2010-11-11,18.99,100745,France,56.97
62923,G007,Silk Scarf,2,2010-11-11,22.99,100151,Germany,45.98
62924,H008,Chocolate Gift Box,10,2010-11-11,14.99,100549,Germany,149.9
62925,A001,Ceramic Coffee Mug Set,4,2010-11-11,15.99,100195,United Kingdom,63.96
62926,C003,Premium Gift Box Set,11,2010-11-11,29.99,100053,United Kingdom,329.89
62927,J010,Wool Blanket,3,2010-11-11,27.99,100696,Spain,83.97
62928,G007,Silk Scarf,4,2010-11-11,22.99,100693,United Kingdom,91.96
62929,E005,Scented Candle Set,1,2010-11-11,18.99,100175,Spain,18.99
62930,C003,Premium Gift Box Set,11,2010-11-11,29.99,100052,United Kingdom,329.89
62931,E005,Scented Candle Set,1,2010-11-11,18.99,100165,United Kingdom,18.99
62932,B002,Decorative Wall Clock,8,2010-11-11,24.99,100501,United Kingdom,199.92
62933,A001,Ceramic Coffee Mug Set,9,2010-11-11,15.99,100604,United Kingdom,143.91
62934,C003,Premium Gift Box Set,12,2010-11-11,29.99,100283,United Kingdom,359.88
62935,A001,Ceramic Coffee Mug Set,4,2010-11-11,15.99,100686,Germany,63.96
62936,C003,Premium Gift Box Set,20,2010-11-11,29.99,100697,United Kingdom,599.8
62937,G007,Silk Scarf,3,2010-11-11,22.99,100115,Spain,68.97
62938,A001,Ceramic Coffee Mug Set,8,2010-11-11,15.99,100426,United Kingdom,127.92
62939,F006,Wooden Photo Frame,8,2010-11-11,9.99,100023,United Kingdom,79.92
62940,B002,Decorative Wall Clock,5,2010-11-11,24.99,100124,United Kingdom,124.94999999999999
62941,C003,Premium Gift Box Set,15,2010-11-11,29.99,100057,Germany,449.84999999999997
62942,C003,Premium Gift Box Set,14,2010-11-11,29.99,100192,United Kingdom,419.85999999999996
62943,G007,Silk Scarf,2,2010-11-11,22.99,100125,United Kingdom,45.98
62944,C003,Premium Gift Box Set,17,2010-11-11,29.99,100290,United Kingdom,509.83
62945,I009,Silver Earrings,3,2010-11-11,19.99,100007,United Kingdom,59.97
62946,E005,Scented Candle Set,2,2010-11-11,18.99,100710,United Kingdom,37.98
62947,E005,Scented Candle Set,6,2010-11-11,18.99,100128,United Kingdom,113.94
62948,C003,Premium Gift Box Set,24,2010-11-11,29.99,100315,United Kingdom,719.76
62949,H008,Chocolate Gift Box,1,2010-11-11,14.99,100640,United Kingdom,14.99
62950,C003,Premium Gift Box Set,21,2010-11-11,29.99,100685,United Kingdom,629.79
62951,I009,Silver Earrings,4,2010-11-11,19.99,100188,Germany,79.96
62952,C003,Premium Gift Box Set,12,2010-11-11,29.99,100729,United Kingdom,359.88
62953,H008,Chocolate Gift Box,1,2010-11-11,14.99,100612,France,14.99
62954,F006,Wooden Photo Frame,4,2010-11-11,9.99,100306,United Kingdom,39.96
62955,B002,Decorative Wall Clock,8,2010-11-11,24.99,100062,United Kingdom,199.92
62956,C003,Premium Gift Box Set,15,2010-11-11,29.99,100513,United Kingdom,449.84999999999997
62957,A001,Ceramic Coffee Mug Set,2,2010-11-11,15.99,100383,United Kingdom,31.98
62958,F006,Wooden Photo Frame,3,2010-11-11,9.99,100271,France,29.97
62959,D004,Leather Journal,1,2010-11-11,12.99,100770,United Kingdom,12.99
62960,D004,Leather Journal,1,2010-11-11,12.99,100778,United Kingdom,12.99
62961,I009,Silver Earrings,9,2010-11-11,19.99,100028,United Kingdom,179.91
62962,B002,Decorative Wall Clock,2,2010-11-11,24.99,100720,United Kingdom,49.98
62963,B002,Decorative Wall Clock,3,2010-11-11,24.99,100395,United Kingdom,74.97
62964,C003,Premium Gift Box Set,25,2010-11-11,29.99,100005,United Kingdom,749.75
62965,C003,Premium Gift Box Set,9,2010-11-11,29.99,100743,France,269.90999999999997
62966,G007,Silk Scarf,8,2010-11-11,22.99,100274,United Kingdom,183.92
62967,J010,Wool Blanket,8,2010-11-11,27.99,100450,United Kingdom,223.92
62968,C003,Premium Gift Box Set,14,2010-11-11,29.99,100586,United Kingdom,419.85999999999996
62969,C003,Premium Gift Box Set,12,2010-11-11,29.99,100740,France,359.88
62970,E005,Scented Candle Set,9,2010-11-12,18.99,100242,United Kingdom,170.91
62971,E005,Scented Candle Set,10,2010-11-12,18.99,100031,United Kingdom,189.89999999999998
62972,E005,Scented Candle Set,8,2010-11-12,18.99,100086,United Kingdom,151.92
62973,F006,Wooden Photo Frame,6,2010-11-12,9.99,100420,United Kingdom,59.94
62974,G007,Silk Scarf,5,2010-11-12,22.99,100242,United Kingdom,114.94999999999999
62975,C003,Premium Gift Box Set,13,2010-11-12,29.99,100798,United Kingdom,389.87
62976,D004,Leather Journal,2,2010-11-12,12.99,100547,Germany,25.98
